Unit ID,Condition,Persona,Story,Source unit,Atom,Atomic text,Argument label,AM label,Statement type,AM evidence,AM reason,In validation sample,Human reviewed,Human review label,Human corrected evidence/reason
A-C-03-010-01,A,C,3,10,1,Add one quiet recovery block each week,CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-03-011-01,A,C,3,11,1,Spacing protects energy regularly and reduces stress,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-03-012-01,A,C,3,12,1,This may help but might not be fully sufficient,NONE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-03-013-01,A,C,3,13,1,Watch for loneliness and low energy,CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-03-014-01,A,C,3,14,1,"Plan three active days, two light days, and one quiet recovery day",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,Yes,Yes,NOT_APPLICABLE,No persona-checkable assertion
A-C-03-015-01,A,C,3,15,1,"Adjust as you feel and keep gentle boundaries with commitments that help, and ask for help when something feels too much.",CLAIM,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-04-001-01,A,C,4,1,1,You kept many routines this week,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-04-001-02,A,C,4,1,2,that shows steady care,NONE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,Yes,Yes,NOT_APPLICABLE,Generic advice
A-C-04-002-01,A,C,4,2,1,I picture you reading a novel softly in the chair,NONE,GROUNDED,Personal factual assertion,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-04-003-01,A,C,4,3,1,You also made video calls and attended the art study circle,NONE,GROUNDED,Personal factual assertion,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family; Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-04-004-01,A,C,4,4,1,"Next week, aim for alternate days for core activities and rest",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-04-005-01,A,C,4,5,1,Keep reading novels every day,CLAIM,GROUNDED,Recommendation,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-04-006-01,A,C,4,6,1,It calms you and grounds emotion,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
A-C-04-007-01,A,C,4,7,1,Listen to music on other days,CLAIM,GROUNDED,Recommendation,Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-04-008-01,A,C,4,8,1,"It lifts mood, reduces stress, and helps sleep",PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-04-009-01,A,C,4,9,1,Include light exercise and stretching twice weekly,CLAIM,GROUNDED,Recommendation,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-04-010-01,A,C,4,10,1,"Movement maintains strength and balance, but keep intensity low",PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-04-011-01,A,C,4,11,1,"Spacing effort protects energy and reduces stress, so this pattern supports recovery",PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-04-012-01,A,C,4,12,1,"Still, check whether alternate days are sufficient when you feel unusually tired, and watch for soreness or fatigue before adding more",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-04-013-01,A,C,4,13,1,"Plan three active days, three lighter days, and one full quiet recovery day",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-04-014-01,A,C,4,14,1,"Adjust pacing, skip activities when needed, and call your sister when lonely or low for support.",CLAIM,GROUNDED,Personal factual assertion,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-05-001-01,A,C,5,1,1,You showed steady care for yourself this week,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-05-001-02,A,C,5,1,2,that truly matters to your well being,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-05-002-01,A,C,5,2,1,"You sat by the window, sipping tea after your exercise routine, watching light change",PREMISE,GROUNDED,Personal factual assertion,Exercise program: frequency a few times per week; importance 4/5; fun 3/5; motivation mobility/falls/health,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-05-003-01,A,C,5,3,1,"You made time for small comforts, books, and quiet connection with others",PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-05-004-01,A,C,5,4,1,"Daily reading brought comfort and steady mental stimulation every morning, as you read novels most days",PREMISE,GROUNDED,Personal factual assertion,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing
A-C-05-005-01,A,C,5,5,1,"Your exercise program and regular stretching, done a few times per week, helped your balance and energy",PREMISE,GROUNDED,Personal factual assertion,Exercise program: frequency a few times per week; importance 4/5; fun 3/5; motivation mobility/falls/health; Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-05-006-01,A,C,5,6,1,Video calls with your sister and the art study circle felt meaningful,PREMISE,GROUNDED,Personal factual assertion,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family; Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family; Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social
A-C-05-006-02,A,C,5,6,2,they happened a few times,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-05-007-01,A,C,5,7,1,"Listening to music, which you rated slightly lower, still lifted mood every other day",PREMISE,GROUNDED,Personal factual assertion,Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-05-008-01,A,C,5,8,1,"Together these activities showed care, curiosity, creativity, gentle resilience, and small daily victories",PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-05-009-01,A,C,5,9,1,"Taken together, your records make it plausible you did something important in ways that mattered to you",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-05-010-01,A,C,5,10,1,This pattern suggests you experienced meaningful moments and steady progress,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-05-011-01,A,C,5,11,1,It is reasonable to conclude that last week mattered to you,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-05-012-01,A,C,5,12,1,Be gentle with yourself and appreciate what you achieved quietly.,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-06-001-01,A,C,6,1,1,"Well done, Kim",NONE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,Yes,Yes,NOT_APPLICABLE,No persona-checkable assertion
A-C-06-002-01,A,C,6,2,1,You kept steady care and followed familiar routines through your week,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-06-003-01,A,C,6,3,1,"After stretching, you sat by the window with a cup of tea and noticed the afternoon light",PREMISE,GROUNDED,Personal factual assertion,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-06-004-01,A,C,6,4,1,Your activity records show repeated habits across the week,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-06-005-01,A,C,6,5,1,You completed exercise sessions and gentle stretching several times this week,PREMISE,GROUNDED,Personal factual assertion,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,fits persona
A-C-06-006-01,A,C,6,6,1,"You read novels every day, which provided comfort, pleasure, and mental challenge",PREMISE,GROUNDED,Personal factual assertion,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-06-007-01,A,C,6,7,1,You listened to music often,PREMISE,GROUNDED,Personal factual assertion,Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-06-007-02,A,C,6,7,2,familiar songs lifted your mood and helped focus,PREMISE,GROUNDED,Personal factual assertion,Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-06-008-01,A,C,6,8,1,You joined an art study circle and shared observations while practicing new techniques,PREMISE,GROUNDED,Personal factual assertion,Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-06-009-01,A,C,6,9,1,"You also had a warm video call with your sister, and the records look consistent, so it is plausible you did something important last week",CLAIM,GROUNDED,Personal factual assertion,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-06-010-01,A,C,6,10,1,"This pattern shows your days contained meaningful care, steady learning, and real social connection that supported your wellbeing and sense of purpose",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-06-011-01,A,C,6,11,1,"Recognize this as important work you did last week, even in quiet ways.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-07-001-01,A,C,7,1,1,You greeted the morning with a short stretching routine,PREMISE,GROUNDED,Personal factual assertion,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-07-002-01,A,C,7,2,1,You also sat with a novel and a cup of tea,PREMISE,GROUNDED,Personal factual assertion,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-07-003-01,A,C,7,3,1,"That steady care shows in small, consistent choices every day",NONE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-07-004-01,A,C,7,4,1,You kept to your exercise program several times this week and noticed more stamina,PREMISE,GROUNDED,Personal factual assertion,Exercise program: frequency a few times per week; importance 4/5; fun 3/5; motivation mobility/falls/health,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,activities match persona
A-C-07-005-01,A,C,7,5,1,"You read novels every day, and the stories brought calm and perspective",PREMISE,GROUNDED,Personal factual assertion,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-07-006-01,A,C,7,6,1,Music came on every other day and helped shifts in your mood,PREMISE,GROUNDED,Personal factual assertion,Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-07-007-01,A,C,7,7,1,Calls with your sister and attending the art study circle built warmth and connection,PREMISE,GROUNDED,Personal factual assertion,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family; Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-07-008-01,A,C,7,8,1,"These actions reflect your values of health, lifelong learning, creativity, and belonging",PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-07-008-02,A,C,7,8,2,they confirm your priorities,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-07-009-01,A,C,7,9,1,"They promote your goals, though they are not the only steps and sometimes compete with needed rest",PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-07-010-01,A,C,7,10,1,This week shows you acted in line with your values and priorities,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
A-C-07-011-01,A,C,7,11,1,"That alignment brings steady comfort, proof of thoughtful daily choices and resilience and helps you face harder days with calm.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-08-001-01,A,C,8,1,1,"You did well this week, Kim",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-08-002-01,A,C,8,2,1,You sat by the window reading after a gentle morning stretch,PREMISE,GROUNDED,Personal factual assertion,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-08-003-01,A,C,8,3,1,"You chose several small, steady actions that matched your values",PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-08-004-01,A,C,8,4,1,You followed your exercise program and did regular stretching several times,PREMISE,GROUNDED,Personal factual assertion,Exercise program: frequency a few times per week; importance 4/5; fun 3/5; motivation mobility/falls/health; Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-08-005-01,A,C,8,5,1,"You read novels daily, which you rated very important and very fun",PREMISE,GROUNDED,Personal factual assertion,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-08-005-02,A,C,8,5,2,this kept your curiosity alive,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-08-006-01,A,C,8,6,1,You listened to music every other day,PREMISE,GROUNDED,Personal factual assertion,Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-C-08-006-02,A,C,8,6,2,"you rated it slightly lower, yet it lifted your mood",PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,no evidence
A-C-08-007-01,A,C,8,7,1,"You video called your sister and joined the art study circle twice, sharing ideas and warmth",PREMISE,GROUNDED,Personal factual assertion,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family; Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family; Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social
A-C-08-008-01,A,C,8,8,1,"Overall, these activities feel genuine, align with your values, and helped your goals this month",PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-08-009-01,A,C,8,9,1,"They generally have no clear conflicts with other important values, though some goals might need added focus or different supports",PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-C-08-010-01,A,C,8,10,1,This shows your week aligned well with your stated motives and priorities,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-C-08-011-01,A,C,8,11,1,Keep noticing what feels meaningful and gentle to you each day now.,CLAIM,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-D-01-001-01,A,D,1,1,1,You have been steady with your rehab exercises by the kitchen window each morning,NONE,GROUNDED,Personal factual assertion,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-01-002-01,A,D,1,2,1,You enjoy short outdoor walks and calm afternoons with a heat pack,NONE,GROUNDED,Personal factual assertion,Short outdoor walks: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy; Rest with heat pack: frequency everyday; importance 5/5; fun 3/5; motivation recovery/pain reduction/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-01-003-01,A,D,1,3,1,That steady care shows kindness and clear effort toward your wellbeing,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-D-01-004-01,A,D,1,4,1,"Next week, plan small, pleasant activities each day to lift mood",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-01-005-01,A,D,1,5,1,Do rehab exercises in the morning,CLAIM,GROUNDED,Personal factual assertion,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-01-006-01,A,D,1,6,1,They strengthen you and build confidence,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
A-D-01-007-01,A,D,1,7,1,Take short outdoor walks,CLAIM,GROUNDED,Recommendation,Short outdoor walks: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-01-008-01,A,D,1,8,1,"Fresh air gently raises energy and clarity, then rest with a heat pack",PREMISE,GROUNDED,Personal factual assertion,Rest with heat pack: frequency everyday; importance 5/5; fun 3/5; motivation recovery/pain reduction/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-01-009-01,A,D,1,9,1,Fresh air gently raises energy and clarity,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-01-010-01,A,D,1,10,1,Rest with a heat pack,CLAIM,GROUNDED,Recommendation,Rest with heat pack: frequency everyday; importance 5/5; fun 3/5; motivation recovery/pain reduction/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-01-011-01,A,D,1,11,1,Shared meals feel rewarding,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-01-012-01,A,D,1,12,1,Enjoy a sports game or play board and computer games with your partner,CLAIM,GROUNDED,Personal factual assertion,Games with partner: frequency once a week; importance 4/5; fun 4/5; companion partner,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-01-013-01,A,D,1,13,1,Companionship lifts spirit,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-01-014-01,A,D,1,14,1,Aim for one small morning activity and one gentle afternoon activity each day,CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-01-015-01,A,D,1,15,1,"Keep sessions short, safe, and social when possible, and choose what feels doable",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-01-016-01,A,D,1,16,1,"You are making wise choices, Kim, and next week can feel happier and more energizing.",NONE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,Yes,Yes,UNSUPPORTED,no evidence
A-D-02-001-01,A,D,2,1,1,"You have been steady with your rehab work and rest this week, quietly",NONE,GROUNDED,Personal factual assertion,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-02-002-01,A,D,2,2,1,"This morning you did exercises, then eased into a warm heat pack",PREMISE,GROUNDED,Personal factual assertion,Rest with heat pack: frequency everyday; importance 5/5; fun 3/5; motivation recovery/pain reduction/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-02-003-01,A,D,2,3,1,You notice small gains and you stay patient and steady and hopeful,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-D-02-004-01,A,D,2,4,1,"Next week, aim for small, regular rehab sessions every other day, gently",CLAIM,GROUNDED,Recommendation,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-02-005-01,A,D,2,5,1,Keep short outdoor walks twice daily,CLAIM,GROUNDED,Recommendation,Short outdoor walks: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,Short outdoor walks: frequency a few times per week; importance 4/5; fun 3/5; motivation health/energy
A-D-02-006-01,A,D,2,6,1,Movement lifts mood and energy,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-02-007-01,A,D,2,7,1,Choose one cafe outing or a gentle restaurant lunch,CLAIM,GROUNDED,Recommendation,Café or restaurant: frequency once a week; importance 4/5; fun 4/5; companion friend,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-02-008-01,A,D,2,8,1,Company matters,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-02-009-01,A,D,2,9,1,Share a board game or computer game night with your partner weekly,CLAIM,GROUNDED,Personal factual assertion,Games with partner: frequency once a week; importance 4/5; fun 4/5; companion partner,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,matches persona
A-D-02-010-01,A,D,2,10,1,Allow extra heat-pack rest if pain or fatigue increases without guilt sometimes,CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-02-011-01,A,D,2,11,1,These choices respect your comfort and desire for enjoyment and safety first,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-D-02-012-01,A,D,2,12,1,"Make a very simple, flexible plan for next week, and rest too",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-02-013-01,A,D,2,13,1,"Try three brief rehab sessions, daily walks, and a cafe visit weekly",CLAIM,GROUNDED,Recommendation,Rehab exercises: frequency everyday; importance 5/5; fun 2/5; motivation health/pain reduction/outcome; Café or restaurant: frequency once a week; importance 4/5; fun 4/5; companion friend,Exact/profile-linked cue; verify scope and added details.,No,No,,
A-D-02-014-01,A,D,2,14,1,"You can do this, and I believe you will feel happier and more energetic soon and safe.",NONE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-03-001-01,A,D,3,1,1,You have kept up with hard days,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
A-D-03-001-02,A,D,3,1,2,that matters a lot,NONE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
A-D-03-002-01,A,D,3,2,1,Yesterday you sat at the kitchen table with your heat pack again,PREMISE,GROUNDED,Personal factual assertion,Rest with heat pack: frequency everyday; importance 5/5; fun 3/5; motivation recovery/pain reduction/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
